A16	English	Anglo-Gruenfeld, Smyslov defense	1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. g3 g6 5. Bg2 Nxc3
A16	English	Anglo-Gruenfeld, Czech defense	1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. g3 g6 5. Bg2 Nb6
A16	English	Anglo-Gruenfeld defense	1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. Nf3
A16	English	Anglo-Gruenfeld defense, Korchnoi Variation 	1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. Nf3 g6 5. g3 Bg7 6. Bg2 e5
A17	English Opening		1. c4 Nf6 2. Nc3 e6
A17	English	Queens Indian formation	1. c4 Nf6 2. Nc3 e6 3. Nf3 b6
A17	English	Queens Indian, Romanishin Variation 	1. c4 Nf6 2. Nc3 e6 3. Nf3 b6 4. e4 Bb7 5. Bd3
A17	English	Nimzo-English Opening	1. c4 Nf6 2. Nc3 e6 3. Nf3 Bb4
A18	English	Mikenas-Carls Variation 	1. c4 Nf6 2. Nc3 e6 3. e4
A18	English	Mikenas-Carls, Flohr Variation 	1. c4 Nf6 2. Nc3 e6 3. e4 d5 4. e5
A18	English	Mikenas-Carls, Kevitz Variation 	1. c4 Nf6 2. Nc3 e6 3. e4 Nc6
A19	English	Mikenas-Carls, Sicilian Variation 	1. c4 Nf6 2. Nc3 e6 3. e4 c5
A20	English Opening		1. c4 e5
A20	English, Nimzovich Variation 		1. c4 e5 2. Nf3
A20	English, Nimzovich, Flohr Variation 		1. c4 e5 2. Nf3 e4
A21	English Opening		1. c4 e5 2. Nc3
A21	English, Troeger defense		1. c4 e5 2. Nc3 d6 3. g3 Be6 4. Bg2 Nc6
A21	English, Keres Variation 		1. c4 e5 2. Nc3 d6 3. g3 c6
A21	English Opening		1. c4 e5 2. Nc3 d6 3. Nf3
A21	English, Smyslov defense		1. c4 e5 2. Nc3 d6 3. Nf3 Bg4
A21	English, Kramnik-Shirov counterattack		1. c4 e5 2. Nc3 Bb4
A22	English Opening		1. c4 e5 2. Nc3 Nf6
A22	English	Bellon gambit	1. c4 e5 2. Nc3 Nf6 3. Nf3 e4 4. Ng5 b5
A22	English	Carls' Bremen system	1. c4 e5 2. Nc3 Nf6 3. g3
A22	English	Bremen, reverse Dragon	1. c4 e5 2. Nc3 Nf6 3. g3 d5
A22	English	Bremen, Smyslov system	1. c4 e5 2. Nc3 Nf6 3. g3 Bb4
A23	English	Bremen system, Keres Variation 	1. c4 e5 2. Nc3 Nf6 3. g3 c6
A24	English	Bremen system with ...g6	1. c4 e5 2. Nc3 Nf6 3. g3 g6
A25	English	Sicilian Reversed	1. c4 e5 2. Nc3 Nc6
A25	English	Closed system	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7
A25	English	Closed, Taimanov Variation 	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e3 d6 6. Nge2 Nh6
A25	English	Closed, Hort Variation 	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e3 d6 6. Nge2 Be6
A25	English	Closed, 5.Rb1	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Rb1
A25	English	Closed, 5.Rb1 Taimanov Variation 	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Rb1 Nh6
A25	English	Closed system (without ...d6)	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3
A26	English	Closed system	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6
A26	English	Botvinnik system	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6 6. e4
A27	English	Three knights system	1. c4 e5 2. Nc3 Nc6 3. Nf3
A28	English	Four knights system	1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6
A28	English	Nenarokov Variation 	1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. d4 exd4 5. Nxd4 Bb4 6. Bg5 h6 7. Bh4 Bxc3+ 8. bxc3 Ne5
A28	English	Bradley Beach Variation 	1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. d4 e4
A28	English	Four knights, Nimzovich Variation 	1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. e4
A28	English	Four knights, Marini Variation 	1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. a3
A28	English	Four knights, Capablanca Variation 	1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. d3
A28	English	Four knights, 4.e3	1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. e3
A28	English	Four knights, Stean Variation 	1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. e3 Bb4 5. Qc2 O-O 6. Nd5 Re8 7. Qf5
A28	English	Four knights, Romanishin Variation 	1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. e3 Bb4 5. Qc2 Bxc3
A29	English	Four knights, kingside Fianchetto	1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. g3
A30	English	Symmetrical Variation 	1. c4 c5
A30	English	Symmetrical, hedgehog system	1. c4 c5 2. Nf3 Nf6 3. g3 b6 4. Bg2 Bb7 5. O-O e6 6. Nc3 Be7
A30	English	Symmetrical, hedgehog, flexible formation	1. c4 c5 2. Nf3 Nf6 3. g3 b6 4. Bg2 Bb7 5. O-O e6 6. Nc3 Be7 7. d4 cxd4 8. Qxd4 d6 9. Rd1 a6 10. b3 Nbd7
A31	English	Symmetrical, Benoni formation	1. c4 c5 2. Nf3 Nf6 3. d4
A32	English	Symmetrical Variation 	1. c4 c5 2. Nf3 Nf6 3. d4 cxd4 4. Nxd4 e6
A33	English	Symmetrical Variation 	1. c4 c5 2. Nf3 Nf6 3. d4 cxd4 4. Nxd4 e6 5. Nc3 Nc6
A33	English	Symmetrical, Geller Variation 	1. c4 c5 2. Nf3 Nf6 3. d4 cxd4 4. Nxd4 e6 5. Nc3 Nc6 6. g3 Qb6
A34	English	Symmetrical Variation 	1. c4 c5 2. Nc3
A34	English	Symmetrical, Three knights system	1. c4 c5 2. Nc3 Nf6 3. Nf3 d5 4. cxd5 Nxd5
A34	English	Symmetrical Variation 	1. c4 c5 2. Nc3 Nf6 3. g3
A34	English	Symmetrical, Rubinstein system	1. c4 c5 2. Nc3 Nf6 3. g3 d5 4. cxd5 Nxd5 5. Bg2 Nc7
A35	English	Symmetrical Variation 	1. c4 c5 2. Nc3 Nc6
A35	English	Symmetrical, Four knights system	1. c4 c5 2. Nc3 Nc6 3. Nf3 Nf6
A36	English	Symmetrical Variation 	1. c4 c5 2. Nc3 Nc6 3. g3
A36	English	ultra-Symmetrical Variation 	1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7
A36	English	Symmetrical, Botvinnik system Reversed	1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e3 e5
A36	English	Symmetrical, Botvinnik system	1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e4
A37	English	Symmetrical Variation 	1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3
A37	English	Symmetrical, Botvinnik system Reversed	1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3 e5
A38	English	Symmetrical Variation 	1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3 Nf6
A38	English	Symmetrical, Main line with d3	1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3 Nf6 6. O-O O-O 7. d3
A38	English	Symmetrical, Main line with b3	1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3 Nf6 6. O-O O-O 7. b3
A39	English	Symmetrical, Main line with d4	1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3 Nf6 6. O-O O-O 7. d4
A40	Queen's pawn		1. d4
A40	Queen's pawn	Lundin (Kevitz-Mikenas) defense	1. d4 Nc6
A40	Queen's pawn	Charlick (Englund) gambit	1. d4 e5
A40	Queen's pawn	Englund gambit	1. d4 e5 2. dxe5 Nc6 3. Nf3 Qe7 4. Qd5 f6 5. exf6 Nxf6
A40	Queen's pawn	English defense	1. d4 b6
A40	Polish defense		1. d4 b5
A40	Queen's pawn		1. d4 e6
A40	Queen's pawn	Keres defense	1. d4 e6 2. c4 b6
A40	Queen's pawn	Franco-Indian (Keres) defense	1. d4 e6 2. c4 Bb4+
A40	Modern defense		1. d4 g6
A40	Beefeater defense		1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. d5 Bxc3+ 5. bxc3 f5
A41	Queen's Pawn		1. d4 d6
A41	Old Indian	Tartakower (Wade) Variation 	1. d4 d6 2. Nf3 Bg4
A41	Old Indian defense		1. d4 d6 2. c4
A41	Modern defense		1. d4 d6 2. c4 g6 3. Nc3 Bg7
A41	Robatsch defense	Rossolimo Variation 	1. e4 g6 2. d4 Bg7 3. Nf3 d6 4. c4 Bg4
A42	Modern defense	Averbakh system	1. d4 d6 2. c4 g6 3. Nc3 Bg7 4. e4
A42	Pterodactyl defense		1. d4 d6 2. c4 g6 3. Nc3 Bg7 4. e4 c5 5. Nf3 Qa5
A42	Modern defense	Averbakh system, Randspringer Variation 	1. d4 d6 2. c4 g6 3. Nc3 Bg7 4. e4 f5
A42	Modern defense	Averbakh system, Kotov Variation 	1. d4 d6 2. c4 g6 3. Nc3 Bg7 4. e4 Nc6
A43	Old Benoni defense		1. d4 c5
A43	Old Benoni	Franco-Benoni defense	1. d4 c5 2. d5 e6 3. e4
A43	Old Benoni	Mujannah formation	1. d4 c5 2. d5 f5
A43	Old Benoni defense		1. d4 c5 2. d5 Nf6
A43	Woozle defense		1. d4 c5 2. d5 Nf6 3. Nc3 Qa5
A43	Old Benoni defense		1. d4 c5 2. d5 Nf6 3. Nf3
A43	Hawk (Habichd) defense		1. d4 c5 2. d5 Nf6 3. Nf3 c4
A43	Old Benoni defense		1. d4 c5 2. d5 d6
A43	Old Benoni	Schmid's system	1. d4 c5 2. d5 d6 3. Nc3 g6
A44	Old Benoni defense		1. d4 c5 2. d5 e5
A44	Semi-Benoni (`blockade Variation ')		1. d4 c5 2. d5 e5 3. e4 d6
A45	Queen's pawn game		1. d4 Nf6
A45	Queen's pawn	Bronstein gambit	1. d4 Nf6 2. g4
A45	Canard Opening		1. d4 Nf6 2. f4
A45	Paleface attack		1. d4 Nf6 2. f3
A45	Blackmar-Diemer gambit		1. d4 Nf6 2. f3 d5 3. e4
A45	Gedult attack		1. d4 Nf6 2. f3 d5 3. g4
A45	Trompovsky attack (Ruth, Opovcensky Opening)		1. d4 Nf6 2. Bg5
A46	Queen's pawn game		1. d4 Nf6 2. Nf3
A46	Queen's pawn	Torre attack	1. d4 Nf6 2. Nf3 e6 3. Bg5
A46	Queen's pawn	Torre attack, Wagner gambit	1. d4 Nf6 2. Nf3 e6 3. Bg5 c5 4. e4
A46	Queen's pawn	Yusupov-Rubinstein system	1. d4 Nf6 2. Nf3 e6 3. e3
A46	Doery defense		1. d4 Nf6 2. Nf3 Ne4
A47	Queen's Indian defense		1. d4 Nf6 2. Nf3 b6
A47	Queen's Indian	Marienbad system	1. d4 Nf6 2. Nf3 b6 3. g3 Bb7 4. Bg2 c5
A47	Queen's Indian	Marienbad system, Berg Variation 	1. d4 Nf6 2. Nf3 b6 3. g3 Bb7 4. Bg2 c5 5. c4 cxd4 6. Qxd4
A48	King's Indian	East Indian defense	1. d4 Nf6 2. Nf3 g6
A48	King's Indian	Torre attack	1. d4 Nf6 2. Nf3 g6 3. Bg5
A48	King's Indian	London system	1. d4 Nf6 2. Nf3 g6 3. Bf4
A49	King's Indian	Fianchetto without c4	1. d4 Nf6 2. Nf3 g6 3. g3
A50	Queen's pawn game		1. d4 Nf6 2. c4
A50	Kevitz-Trajkovich defense		1. d4 Nf6 2. c4 Nc6
A50	Queen's Indian Accelerated		1. d4 Nf6 2. c4 b6
A51	Budapest defense declined		1. d4 Nf6 2. c4 e5
A51	Budapest	Fajarowicz Variation 	1. d4 Nf6 2. c4 e5 3. dxe5 Ne4
A51	Budapest	Fajarowicz, Steiner Variation 	1. d4 Nf6 2. c4 e5 3. dxe5 Ne4 4. Qc2
A52	Budapest defense		1. d4 Nf6 2. c4 e5 3. dxe5 Ng4
A52	Budapest	Adler Variation 	1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Nf3
A52	Budapest	Rubinstein Variation 	1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Bf4
A52	Budapest	Alekhine Variation 	1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. e4
A52	Budapest	Alekhine, Abonyi Variation 	1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. e4 Nxe5 5. f4 Nec6
A52	Budapest	Alekhine Variation , Balogh gambit	1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. e4 d6
A53	Old Indian defense		1. d4 Nf6 2. c4 d6
A53	Old Indian	Janowski Variation 	1. d4 Nf6 2. c4 d6 3. Nc3 Bf5
A54	Old Indian	Ukrainian Variation 	1. d4 Nf6 2. c4 d6 3. Nc3 e5
A54	Old Indian	Dus-Khotimirsky Variation 	1. d4 Nf6 2. c4 d6 3. Nc3 e5 4. e3 Nbd7 5. Bd3
A54	Old Indian	Ukrainian Variation , 4.Nf3	1. d4 Nf6 2. c4 d6 3. Nc3 e5 4. Nf3
A55	Old Indian	Main line	1. d4 Nf6 2. c4 d6 3. Nc3 e5 4. Nf3 Nbd7 5. e4
A56	Benoni defense		1. d4 Nf6 2. c4 c5
A56	Benoni defense, Hromodka system		1. d4 Nf6 2. c4 c5 3. d5 d6
A56	Vulture defense		1. d4 Nf6 2. c4 c5 3. d5 Ne4
A56	Czech Benoni defense		1. d4 Nf6 2. c4 c5 3. d5 e5
A56	Czech Benoni	King's Indian system	1. d4 Nf6 2. c4 c5 3. d5 e5 4. Nc3 d6 5. e4 g6
A57	Benko gambit		1. d4 Nf6 2. c4 c5 3. d5 b5
A57	Benko gambit half accepted		1. d4 Nf6 2. c4 c5 3. d5 b5 4. cxb5 a6
A57	Benko gambit	Zaitsev system	1. d4 Nf6 2. c4 c5 3. d5 b5 4. cxb5 a6 5. Nc3
A57	Benko gambit	Nescafe Frappe attack	1. d4 Nf6 2. c4 c5 3. d5 b5 4. cxb5 a6 5. Nc3 axb5 6. e4 b4 7. Nb5 d6 8. Bc4
A58	Benko gambit accepted		1. d4 Nf6 2. c4 c5 3. d5 b5 4. cxb5 a6 5. bxa6
A58	Benko gambit	Nd2 Variation 	1. d4 Nf6 2. c4 c5 3. d5 b5 4. cxb5 a6 5. bxa6 Bxa6 6. Nc3 d6 7. Nf3 g6 8. Nd2
A58	Benko gambit	Fianchetto Variation 	1. d4 Nf6 2. c4 c5 3. d5 b5 4. cxb5 a6 5. bxa6 Bxa6 6. Nc3 d6 7. Nf3 g6 8. g3
A59	Benko gambit	7.e4	1. d4 Nf6 2. c4 c5 3. d5 b5 4. cxb5 a6 5. bxa6 Bxa6 6. Nc3 d6 7. e4
A59	Benko gambit	Ne2 Variation 	1. d4 Nf6 2. c4 c5 3. d5 b5 4. cxb5 a6 5. bxa6 Bxa6 6. Nc3 d6 7. e4 Bxf1 8. Kxf1 g6 9. Nge2
A59	Benko gambit		1. d4 Nf6 2. c4 c5 3. d5 b5 4. cxb5 a6 5. bxa6 Bxa6 6. Nc3 d6 7. e4 Bxf1 8. Kxf1 g6 9. g3
A59	Benko gambit	Main line	1. d4 Nf6 2. c4 c5 3. d5 b5 4. cxb5 a6 5. bxa6 Bxa6 6. Nc3 d6 7. e4 Bxf1 8. Kxf1 g6 9. g3 Bg7 10. Kg2 O-O 11. Nf3
A60	Benoni defense		1. d4 Nf6 2. c4 c5 3. d5 e6
A61	Benoni defense		1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. Nf3 g6
A61	Benoni	Uhlmann Variation 	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. Nf3 g6 7. Bg5
A61	Benoni	Nimzovich (knight's tour) Variation 	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. Nf3 g6 7. Nd2
A61	Benoni	Fianchetto Variation 	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. Nf3 g6 7. g3
A62	Benoni	Fianchetto Variation 	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. Nf3 g6 7. g3 Bg7 8. Bg2 O-O
A63	Benoni	Fianchetto, 9...Nbd7	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. Nf3 g6 7. g3 Bg7 8. Bg2 O-O 9. O-O Nbd7
A64	Benoni	Fianchetto, 11...Re8	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. Nf3 g6 7. g3 Bg7 8. Bg2 O-O 9. O-O Nbd7 10. Nd2 a6 11. a4 Re8
A65	Benoni	6.e4	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4
A66	Benoni	pawn storm Variation 	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. f4
A66	Benoni	Mikenas Variation 	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. f4 Bg7 8. e5
A67	Benoni	Taimanov Variation 	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. f4 Bg7 8. Bb5+
A68	Benoni	Four pawns attack	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. f4 Bg7 8. Nf3 O-O
A69	Benoni	Four pawns attack, Main line	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. f4 Bg7 8. Nf3 O-O 9. Be2 Re8
A70	Benoni	Classical with e4 and Nf3	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. Nf3
A70	Benoni	Classical without 9.O-O	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. Nf3 Bg7 8. Be2
A71	Benoni	Classical, 8.Bg5	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. Nf3 Bg7 8. Bg5
A72	Benoni	Classical without 9.O-O	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. Nf3 Bg7 8. Be2 O-O
A73	Benoni	Classical, 9.O-O	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. Nf3 Bg7 8. Be2 O-O 9. O-O
A74	Benoni	Classical, 9...a6, 10.a4	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. Nf3 Bg7 8. Be2 O-O 9. O-O a6 10. a4
A75	Benoni	Classical with ...a6 and 10...Bg4	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. Nf3 Bg7 8. Be2 O-O 9. O-O a6 10. a4 Bg4
A76	Benoni	Classical, 9...Re8	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. Nf3 Bg7 8. Be2 O-O 9. O-O Re8
A77	Benoni	Classical, 9...Re8, 10.Nd2	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. Nf3 Bg7 8. Be2 O-O 9. O-O Re8 10. Nd2
